ID,Name,Latitude,Longitude,Phone,Email,Address,Web,Categoria
94980,Casa Camacho,40.425654800000,-3.703820600000,(+34) 915 31 35 98,,"de San Andrés, 4",http://www.esmadrid.com/restaurantes/casa-camacho,restaurantes
94979,Bodegas Ricla,40.414290400000,-3.708149900000,(+34) 91 365 20 69,,"de Cuchilleros, 6",http://www.esmadrid.com/restaurantes/bodegas-ricla,restaurantes
94978,Bar Santurce,40.409680000000,-3.707770000000,(+34) 646 23 83 03,,"del General Vara del Rey, 14",http://www.esmadrid.com/restaurantes/bar-santurce,restaurantes
94977,Bar Santos,40.416517200000,-3.711180200000,(+34) 915 411 646,,"de Santiago, 2",http://www.esmadrid.com/restaurantes/bar-santos,restaurantes
94800,El Sainete,40.437198400000,-3.699074900000,+34 914 45 63 62,reservas@elsainete.com,"de Ponzano, 6",http://www.esmadrid.com/restaurantes/sainete,restaurantes
94769,Tablafina,40.409794200000,-3.692809000000,(+34) 91 600 81 46,,"del Prado, 48",http://www.esmadrid.com/restaurantes/tablafina,restaurantes
94768,Patio de Leones,40.420827300000,-3.688811000000,(+34) 651 55 50 00,info@patiodeleones.es,"de Serrano, 1",http://www.esmadrid.com/restaurantes/patio-leones,restaurantes
94764,Pr&iacute;stino,40.432623900000,-3.692915500000,(+34) 91 737 36 40,info@pristinorestaurante.com,"de Eduardo Dato, 8",http://www.esmadrid.com/restaurantes/pristino,restaurantes
94763,Neotaberna Santerra,40.442096100000,-3.698933000000,(+34) 91 907 04 15,reservas.neotaberna@santerra.es,"de Ponzano, 62",http://www.esmadrid.com/restaurantes/neotaberna-santerra,restaurantes
94762,Estimar,40.416126700000,-3.695954900000,(+34) 91 429 20 52,reservas@restaurantestimar.com,"del Marqués de Cubas, 18",http://www.esmadrid.com/restaurantes/estimar,restaurantes
94752,Ovillo,40.447440100000,-3.670379300000,(+34) 91 737 33 90,,"Pantoja, 8",http://www.esmadrid.com/restaurantes/ovillo,restaurantes
94651,Restaurante  La Tajada,40.455924800000,-3.680666400000,(+ 34) 912 322 204, reservas@dsncaja.com,"Ramón de Santillán, 15 ",http://www.esmadrid.com/restaurantes/restaurante-tajada,restaurantes
94462,Restaurante Ponzano,40.437508200000,-3.699177300000,+34 914 48 68 80,,"Ponzano, 12",http://www.esmadrid.com/restaurantes/restaurante-ponzano,restaurantes
94280,Berlanga,40.417692000000,-3.678346400000,(+34) 91 391 68 86,restaurante@restauranteberlanga.com,"de Menéndez Pelayo, 41",http://www.esmadrid.com/restaurantes/berlanga,restaurantes
94273,Hermanos Vinagre,40.418877800000,-3.676394000000,(+34) 91 539 11 69,info@hermanosvinagre.com,"de Narváez, 58",http://www.esmadrid.com/restaurantes/hermanos-vinagre,restaurantes
94067,V&aacute;lgame Dios,40.422111520382,-3.696561455727,(+34) 91 701 03 41,,"de Augusto Figueroa, 43",http://www.esmadrid.com/restaurantes/valgame-dios,restaurantes
94040,Maddock ,40.434890770456,-3.694347292185,(+34) 91 029 07 37,info@maddockmadrid.com,"del General Martínez Campos, 26",http://www.esmadrid.com/restaurantes/maddock,restaurantes
93477,Yugo the Bunker,40.410602700000,-3.694579500000,(+34) 91 444 90 34,reservas@yugothebunker.com,"de San Blas, 4",http://www.esmadrid.com/restaurantes/yugo-bunker,restaurantes
93475,Gofio by Cicero Canary,40.413889500000,-3.698282200000,(+34) 91 599 44 04,,"de Lope de Vega, 9",http://www.esmadrid.com/restaurantes/gofio-cicero-canary,restaurantes
93472,99 KŌ Sushi Bar,40.429573200000,-3.688154400000,(+34) 91 431 38 78,reservas@99kosushibar.com,"Marqués de Villamagna, 1",http://www.esmadrid.com/restaurantes/99-ko-sushi-bar,restaurantes
92908,Restaurante Casa Pepe 1899,40.405417000000,-3.701753100000,(+34) 91 527 27 47,,"de Valencia, 16",http://www.esmadrid.com/restaurantes/restaurante-casa-pepe-1899,restaurantes
92868,Landareak,40.427740700000,-3.704009600000,(+34) 910 64 74 69,landareak@landareak.es,"de Ruiz, 5",http://www.esmadrid.com/restaurantes/landareak,restaurantes
92866,La Huerta de Almer&iacute;a,40.412457400000,-3.696631200000,(+34) 91 279 92 54,lahuertadealmeria@hotmail.com,"de Moratín, 25",http://www.esmadrid.com/restaurantes/huerta-almeria,restaurantes
92856,B13,40.421946123534,-3.703519105911,,b13bar@gmail.com,"de la Ballesta, 13",http://www.esmadrid.com/restaurantes/b13,restaurantes
92855,Chilling Cafe,40.422052100000,-3.706212000000,(+34) 691 53 59 46,chillingcafemad@gmail.com,"de la Estrella, 5",http://www.esmadrid.com/restaurantes/chilling-cafe,restaurantes
92847,Hakuna Matata Veggie,40.430918000000,-3.710304700000,(+34) 618 35 55 22,hakunamatataveggie@gmail.com,"de Galileo, 12",http://www.esmadrid.com/restaurantes/hakuna-matata-veggie,restaurantes
92842,Cookaluzka,40.408306900000,-3.669086300000,(+34) 91 042 27 09,cookaluzka@gmail.com,"de Lira, 8",http://www.esmadrid.com/restaurantes/cookaluzka,restaurantes
92814,La t&iacute;a Carlota,40.407482000000,-3.699804800000,(+34) 91 210 82 73,info@latiacarlotagastrobar.com,"de la Sombrerería, 6",http://www.esmadrid.com/restaurantes/tia-carlota,restaurantes
92813,Bunny's Deli,40.424001200000,-3.697231800000,(+34) 648 732 783,info@bunnysdeli.com,"San Gregorio, 17",http://www.esmadrid.com/restaurantes/bunnys-deli,restaurantes
92793,Vega,40.422335111770,-3.706147670746,(+34) 91 070 49 69,hola@govega.es,"de la Luna, 9",http://www.esmadrid.com/restaurantes/vega,restaurantes
92786,Distrito Vegano,40.407084400000,-3.699709200000,(+34) 911 10 13 53,info@distritovegano.com,"del Doctor Fourquet, 32",http://www.esmadrid.com/restaurantes/distrito-vegano,restaurantes
92012,Run Run Run,40.441114600000,-3.695289600000,(+34) 91 166 90 94,runrunrun@grupolamusa.com,"de José Zorrilla, 1",http://www.esmadrid.com/restaurantes/run-run-run,restaurantes
91904,Occhiali,40.448504461760,-3.669063448906,(+34) 910 415 634,info@occhialirestaurante.com,"Sánchez Pacheco, 84",http://www.esmadrid.com/restaurantes/occhiali,restaurantes
91767,Col&oacute;simo,40.429974600000,-3.673941900000,(+34) 91 453 14 25,,"de José Ortega y Gasset, 67",http://www.esmadrid.com/restaurantes/colosimo,restaurantes
91766,Aitatxu,40.436731300000,-3.685045000000,(+34) 91 051 54 34,info@aitatxu.com,"de Claudio Coello, 122",http://www.esmadrid.com/restaurantes/aitatxu,restaurantes
91656,Hong Kong 70,40.409621700000,-3.709897300000,(+34) 910 59 83 78,info@hongkong70.com,"de Toledo, 70",http://www.esmadrid.com/restaurantes/hong-kong-70,restaurantes
91635,Zest,40.421877718546,-3.690224736929,(+34) 91 431 83 67,info@zestmadrid.com,"de Recoletos, 10",http://www.esmadrid.com/restaurantes/zest,restaurantes
91615,Salutteria,40.421924100000,-3.684588100000,(+34) 91 081 25 22,hello@salutteria.es,"de Velázquez, 9",http://www.esmadrid.com/restaurantes/salutteria,restaurantes
91609,Indalo Tapas,40.422436187086,-3.700091242790,(+34) 91 532 24 52,indalotapasmadrid@gmail.com,"Pérez Galdós, 7",http://www.esmadrid.com/restaurantes/indalo-tapas,restaurantes
91603,Casa Lolea,40.421901700000,-3.697282200000,(+34) 915 218 223 ,holamadrid@casalolea.com,"Libertad, 26",http://www.esmadrid.com/restaurantes/casa-lolea,restaurantes
91484,Kippu,40.430450700000,-3.678101700000,(+34) 91 066 70 44,,"del General Pardiñas, 70",http://www.esmadrid.com/restaurantes/kippu,restaurantes
91437,El Cl&aacute;sico,40.415675100000,-3.705099100000,(+34) 91 515 70 38,info@elclasicomadrid.com,"del Marqués Viudo de Pontejos, 9",http://www.esmadrid.com/restaurantes/clasico,restaurantes
91414,Xantar Astur,40.402396600000,-3.681040300000,(+34) 91 649 23 47,info@xantarastur.es,"de Téllez, 6",http://www.esmadrid.com/restaurantes/xantar-astur,restaurantes
91315,Alma Cocktails &amp; Tapas,40.424731500000,-3.671546600000,(+34) 91 401 61 27,,"de Goya, 119",http://www.esmadrid.com/restaurantes/alma-cocktails-tapas,restaurantes
91305,P&oacute;lvora,40.432841027106,-3.680680096149,(+34) 91 051 84 50,hola@restaurantepolvora.com,"de Juan Bravo, 23",http://www.esmadrid.com/restaurantes/polvora,restaurantes
91284,La Ventana de Flavia,40.427489900000,-3.685032100000,(+34) 91 529 63 37,reservas@ristoranteflavia.com,"de Lagasca, 64",http://www.esmadrid.com/restaurantes/ventana-flavia,restaurantes
91279,La Casita de Sabino,40.458135100000,-3.687569100000,(+34) 918 785 177,reservas@lacasitadesabinomadrid.com,"del Doctor Fleming, 32",http://www.esmadrid.com/restaurantes/casita-sabino,restaurantes
91278,Flora Fina,40.426934500000,-3.687334600000,(+34) 914 31 30 60, florafina@iconhotels.com,"Serrano, 46",http://www.esmadrid.com/restaurantes/flora-fina,restaurantes
91272,Da Luca Trattoria - Pizzeria,40.421970900000,-3.694074000000,(+34) 91 454 16 60,info@dalucamadrid.es,"de Prim, 7",http://www.esmadrid.com/restaurantes/da-luca-trattoria-pizzeria,restaurantes
91245,Caraba,40.439904600000,-3.697537800000,(+34) 91 154 71 31,reservas@carabamadrid.com,"de Alonso Cano, 28",http://www.esmadrid.com/restaurantes/caraba,restaurantes
91244,Avocado Love,40.425267255173,-3.703635782003,(+34) 915 320 927,hola@avocadolove.es,"del Espíritu Santo, 15",http://www.esmadrid.com/restaurantes/avocado-love,restaurantes
91191,El Mirador del Olivar,40.467698571372,-3.609609603882,(+34) 91 721 02 69,elmiradordelolivar@saboresmasquegolf.com,"de Dublín, s/n",http://www.esmadrid.com/restaurantes/mirador-olivar,restaurantes
91190,Azotea Forus Barcel&oacute;,40.426771700000,-3.698856900000,(+34) 91 530 17 61,info@azoteaforus.com,"Barcelo, 6",http://www.esmadrid.com/restaurantes/azotea-forus-barcelo,restaurantes
91144,Chigre,40.428946800000,-3.687535400000,(+34) 91 088 88 70,,"Serrano, 45",http://www.esmadrid.com/restaurantes/chigre,restaurantes
91142,Hermanas Arce,40.422984000000,-3.693623300000,(+34) 918 70 85 93,hermanasarce@gmail.com,"Marqués de Monasterio, 6",http://www.esmadrid.com/restaurantes/hermanas-arce,restaurantes
91106,Las Carboneras de Lu,40.421204895628,-3.689898848534,(+34) 91 057 70 03,,"Villalar, 7",http://www.esmadrid.com/restaurantes/carboneras-lu,restaurantes
91091,Chido Castizo &amp; Ching&oacute;n,40.454183400000,-3.693108900000,(+34) 910 580 847,contacto@carvigon.com,"de Brasil, 6",http://www.esmadrid.com/restaurantes/chido-castizo-chingon,restaurantes
91074,La Elegida,40.431791632324,-3.700810074806,(+34) 91 942 44 25,reservas@laelegida.es,"de Trafalgar, 15",http://www.esmadrid.com/restaurantes/elegida,restaurantes
91059,La Tasca del Retiro,40.420874600000,-3.679490800000,(+34) 91 200 24 58,,"de Menéndez Pelayo, 11",http://www.esmadrid.com/restaurantes/tasca-retiro,restaurantes
91058,Barra y Mantel,40.423509000000,-3.680844700000,(+34) 91 064 45 98,,"de Jorge Juan, 50",http://www.esmadrid.com/restaurantes/barra-mantel,restaurantes
91037,Marab&uacute;,40.439911300000,-3.699372200000,(+34) 91 831 77 73,info@marabulamaquina.es,"de Ponzano, 37",http://www.esmadrid.com/restaurantes/marabu,restaurantes
91006,La Cocina de Frente,40.417887400000,-3.673831700000,(+34) 91 060 72 20 ,,"de Ibiza, 40",http://www.esmadrid.com/restaurantes/cocina-frente,restaurantes
90997,A&uuml;akt,40.424328600000,-3.695378800000,(+34) 91 056 87 04,hola@auakt.com,"del Barquillo, 44",http://www.esmadrid.com/restaurantes/auakt,restaurantes
90939,El 5 de Tirso,40.412253183302,-3.704242832110,(+34) 91 088 85 02,el5@grupolafabrica.es,"de Tirso de Molina, 5",http://www.esmadrid.com/restaurantes/5-tirso,restaurantes
90887,Etxeko,40.428114200000,-3.683539200000,(+34) 91 086 13 78,etxeko.madrid@blesscollectionhotels.com,"de Velázquez, 62",http://www.esmadrid.com/restaurantes/etxeko,restaurantes
90863,Casa Juli&aacute;n de Tolosa Ibiza,40.418372800000,-3.675017300000,(+34) 91 060 72 10,contacto@juliandetolosa.com,"de Ibiza, 29",http://www.esmadrid.com/restaurantes/casa-julian-tolosa-ibiza,restaurantes
90843,El Jefe Traveling Food,40.445857571040,-3.697264865041,(+34) 660 92 07 42,contacto@eljefe.restaurant,"de Alonso Cano, 103",http://www.esmadrid.com/restaurantes/jefe-traveling-food,restaurantes
90816,La Carlota	,40.422643500000,-3.694356700000,(+34) 91 046 62 83,reservas@lacarlotarest.es,"del Almirante, 11",http://www.esmadrid.com/restaurantes/carlota,restaurantes
90794,Bule Bule ,40.419631600000,-3.697058200000,(+34) 91 438 05 53,,"Marqués de Valdeiglesias, 6",http://www.esmadrid.com/restaurantes/bule-bule,restaurantes
90467,La Verit&aacute;,40.391155600000,-3.692563000000,(+34) 910 592 737,hola@laveritamadrid.com,"de Embajadores, 181 B",http://www.esmadrid.com/restaurantes/verita,restaurantes
90459,Pieology,40.462945100000,-3.637029800000,(+34) 91 493 92 54,info@comessgroup.com,"de Silvano, 77",http://www.esmadrid.com/restaurantes/pieology,restaurantes
90167,Meste&ntilde;o Bar,40.420614300000,-3.686867900000,(+34) 679 44 35 41,reservas@mestenobar.es,"de Alcalá, 77",http://www.esmadrid.com/restaurantes/mesteno-bar,restaurantes
90162,Guillermina,40.427036900000,-3.691435600000,(+34) 91 310 75 00,info@guillerminamadrid.com,"Amador de los Ríos, 3",http://www.esmadrid.com/restaurantes/guillermina,restaurantes
90110,Casa Ciriaco,40.415286500000,-3.712315800000,(+34) 915 48 06 20,info@casaciriaco.es,"Mayor, 84",http://www.esmadrid.com/restaurantes/casa-ciriaco,restaurantes
90091,El Amor Hermoso Bar,40.426840300000,-3.708072300000,(+34) 606 21 64 82,,"de la Palma, 62",http://www.esmadrid.com/restaurantes/amor-hermoso-bar,restaurantes
90073,Casa Candi,40.425839500000,-3.708747600000,(+34) 91 531 89 61,,"del Noviciado, 16",http://www.esmadrid.com/restaurantes/casa-candi,restaurantes
90072,Raimunda,40.419935100000,-3.692259800000,(+34) 91 088 72 47,raimunda@grupolafabrica.es,"de Recoletos, 2",http://www.esmadrid.com/restaurantes/raimunda,restaurantes
90056,Monsieur Sushita,40.428617700000,-3.683650100000,(+34) 918 31 80 81,,"de Velázquez, 68",http://www.esmadrid.com/restaurantes/monsieur-sushita,restaurantes
90010,Sottosopra,40.423349600000,-3.686316300000,(+34) 91 748 61 97,ciao@sottosopra.es,"Puigcerdá, 8",http://www.esmadrid.com/restaurantes/sottosopra,restaurantes
89974,Pez Fuego,40.461786839407,-3.693745136261,(+34) 91 571 82 65,,"de Orense, 68",http://www.esmadrid.com/restaurantes/pez-fuego,restaurantes
89899,Ferreter&iacute;a by EGO,40.412815500000,-3.699726000000,(+34) 91 429 71 01,reservas@ferreteriabyego.com,"de Atocha, 57",http://www.esmadrid.com/restaurantes/ferreteria-ego,restaurantes
89837,Do&ntilde;a Truhana,40.411592696692,-3.711584508419,(+34) 680 79 98 40,reservas@donatruhana.com,"de los Carros, 3",http://www.esmadrid.com/restaurantes/dona-truhana,restaurantes
89836,Noname Bar,40.423650600000,-3.686913400000,(+34) 670 088 427,reservas@nonamebar.es,"de Claudio Coello, 27",http://www.esmadrid.com/restaurantes/noname-bar,restaurantes
89812,Taberna Bandido,40.421950500000,-3.690109000000,,,"de Recoletos, 11",http://www.esmadrid.com/restaurantes/taberna-bandido,restaurantes
89717,Do&ntilde;a Luz,40.417564300000,-3.702557900000,(+34) 917 316 757,entretejados@donaluzmadrid.com,"de la Montera, 10 - 12",http://www.esmadrid.com/restaurantes/dona-luz,restaurantes
89514,Sinsombrero,40.426824800000,-3.689457900000,(+34) 915 77 52 39 ,reservas@sinsombrero.es,"de la Castellana, 4",http://www.esmadrid.com/restaurantes/sinsombrero,restaurantes
89477,Pic&amp;Nic ,40.445937400000,-3.667926900000,(+34) 91 027 99 82,,"Clara del Rey, 52",http://www.esmadrid.com/restaurantes/picnic,restaurantes
89472,Hake Mate,40.436458800000,-3.686114900000,(+34) 910 58 34 69,info@hakemate.es,"de Serrano, 120",http://www.esmadrid.com/restaurantes/hake-mate,restaurantes
89470,Giulietta,40.459920700000,-3.632724600000,(+34) 91 759 48 91 ,info@giuliettamadrid.com,"Manuel Rodrigo, 7",http://www.esmadrid.com/restaurantes/giulietta,restaurantes
89408,Sukaldean Bai Bokado,40.419798500000,-3.691733800000,(+34) 91 137 59 52 ,sukaldean@bokadogrupo.com,"de Alcalá, 55",http://www.esmadrid.com/restaurantes/sukaldean-bai-bokado,restaurantes
89393,Lamucca (Plaza del Carmen),40.419015877391,-3.702998757362,(+34) 915 219 566,lamuccadelcarmen@gmail.com,"del Carmen, 5",http://www.esmadrid.com/restaurantes/lamucca-plaza-carmen,restaurantes
89316,La Bientirada,40.434018500000,-3.704684100000,(+34) 91 088 70 45,info@grupolalala.com,"de Quevedo, 6",http://www.esmadrid.com/restaurantes/bientirada,restaurantes
89314,Iztac,40.455121900000,-3.678059100000,(+34) 910 090 235 ,,"de la República de Ecuador, 4",http://www.esmadrid.com/restaurantes/iztac,restaurantes
89244,Taberna El Gallocanta,40.413456226880,-3.695683702827,(+34) 91 429 27 62,info@elgallocanta.es,"de Jesús, 2",http://www.esmadrid.com/restaurantes/taberna-gallocanta,restaurantes
88640,Green Tea Food &amp; Drinks,40.439071726515,-3.693004846573,(+34)  91 441 45 00,reservas@greenteazurbano.es,"de Zurbano, 79",http://www.esmadrid.com/restaurantes/green-tea-food-drinks,restaurantes
88523,Ikigai,40.422197281550,-3.709798157215,(+34) 916 22 63 74,info@restauranteikigai.com,"Flor Baja, 5",http://www.esmadrid.com/restaurantes/ikigai,restaurantes
88521,Enigmatium Room,40.413311000000,-3.697011000000,(+34) 91 564 12 31,madrid@enigmatiumroom.com,Primer enigma a resolver,http://www.esmadrid.com/restaurantes/enigmatium-room,restaurantes
88510,La Madre&ntilde;a (Paseo de la Castellana),40.439108472047,-3.690561354160,(+34) 914 268 850,,"de la Castellana, 78",http://www.esmadrid.com/restaurantes/madrena-paseo-castellana,restaurantes
88503,Picalagartos Sky - Bar,40.419813100000,-3.701277700000,(+34) 91 530 17 61, info@picalagartos.com,"Gran Vía, 21",http://www.esmadrid.com/restaurantes/picalagartos-sky-bar,restaurantes
88474,Teje Maneje,40.437771330051,-3.699214160442,(+34) 91 088 50 40,info@grupolalala.com,"de Ponzano, 16",http://www.esmadrid.com/restaurantes/teje-maneje,restaurantes
88469,Lambuzo (Retiro),40.415846575527,-3.677667975426,(+34) 911 99 84 88,info@barlambuzo.com,"de Menéndez Pelayo, 59",http://www.esmadrid.com/restaurantes/lambuzo-retiro,restaurantes
88392,Yakiniku Rikyu,40.428109900000,-3.690170000000,(+34) 91 000 77 67,info@yakinikurikyu.es,"de la Castellana, 15",http://www.esmadrid.com/restaurantes/yakiniku-rikyu,restaurantes
88361,Yan Ken Pon,40.411010000000,-3.706950000000,(+34) 91 057 34 65,info@yankenpon.com,"de Cascorro, 3",http://www.esmadrid.com/restaurantes/yan-ken-pon,restaurantes
88358,Shanghai mama (Cuzco),40.460297090666,-3.696312010288,(+34) 91 041 87 28 ,cuzco@shanghaimama.es,"de la Infanta Mercedes, 62",http://www.esmadrid.com/restaurantes/shanghai-mama-cuzco,restaurantes
88352,Quispe,40.426990900000,-3.695725600000,(+34) 91 137 57 85,info@quispe.es,"Orellana, 1",http://www.esmadrid.com/restaurantes/quispe,restaurantes
88351,Les Mauvais Gar&ccedil;ons,40.424361700000,-3.703483700000,(+34) 640 61 27 07,contact@lesmauvaisgarcons.es,"de la Madera, 36",http://www.esmadrid.com/restaurantes/mauvais-garcons,restaurantes
88346,Hot Now,40.421373900000,-3.697965100000,(+34) 91 069 74 42,hola@hotnow.es,"de Barbieri, 14",http://www.esmadrid.com/restaurantes/hot-now,restaurantes
88319,Dogma,40.458880000000,-3.680190900000,(+34) 91 069 72 52,reservation@dogmarestaurante.com,"de Alberto Alcocer, 43",http://www.esmadrid.com/restaurantes/dogma,restaurantes
88289,Charr&uacute;a,40.422399432443,-3.694099187851,(+34) 91 279 1601,info@charruamadrid.com,"Conde de Xiquena, 4",http://www.esmadrid.com/restaurantes/charrua,restaurantes
88280,Soma by Luke,40.423624300000,-3.693851600000,(+34) 662 675 576,,"Bárbara de Braganza, 2",http://www.esmadrid.com/restaurantes/soma-luke,restaurantes
88228,Tasty Poke Bar,40.432933800000,-3.704827600000,(+34) 91 163 37 95,info@tastypokebar.com,"de San Bernardo, 119",http://www.esmadrid.com/restaurantes/tasty-poke-bar,restaurantes
88218,Como en Chile,40.434126700000,-3.713723400000, (+34) 910 64 51 43,comoenchilerestaurant@gmail.com,"de Fernando el Católico, 53",http://www.esmadrid.com/restaurantes/chile,restaurantes
88211,San Wich (Esp&iacute;ritu Santo),40.424977313540,-3.702187389135,(+34) 91 531 45 14,purosandwich.mad@gmail.com,"del Espíritu Santo, 3",http://www.esmadrid.com/restaurantes/san-wich-espiritu-santo,restaurantes
88180,Restaurante Masterchef,40.443151100000,-3.682305500000,(+34) 91 086 47 92,reservas@restaurantemasterchef.com,"de Velázquez, 150",http://www.esmadrid.com/restaurantes/restaurante-masterchef,restaurantes
88170,Nudista,40.431509500000,-3.699213400000,(+34) 913 776 424,,"de Luchana, 27",http://www.esmadrid.com/restaurantes/nudista,restaurantes
88062,Arado. Grocery &amp; Restaurant,40.435254300000,-3.685471900000,(+34)91 562 20 40,arado@melia.com,"de Claudio Coello, 139",http://www.esmadrid.com/restaurantes/arado-grocery-restaurant,restaurantes
87967,Tres por Cuatro,40.425849900000,-3.676740000000,(+34) 687 268 432,reservas@tresporcuatromadrid.com,"de Hermosilla, 82",http://www.esmadrid.com/restaurantes/tres-cuatro,restaurantes
87953,Propaganda 12,40.420939440122,-3.697379529476,(+34) 910 567 003,info@propaganda12.com,"Libertad, 12",http://www.esmadrid.com/restaurantes/propaganda-12,restaurantes
